,YR_MO,CALL_DATE,AGENT_KEY,CALLS,HANDLE_TIME,CALL_REGEN,CALLS_WITH_OFFER,CALLS_WITH_ACCEPT,CALLS_OFFER_APPLIED,TRANSFERS,EFF_DT,TERM_DT,AGENT_ID,AGENT_NAME,TEAM_LEAD_ID,TEAM_LEAD_NAME,CALL_CENTER
324,201706,2017-06-13,12470,40,24054,4,40,30,22,3,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
325,201706,2017-06-15,12470,39,24309,4,38,33,29,3,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
326,201706,2017-06-16,12470,32,24063,5,32,28,22,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
327,201706,2017-06-18,12470,35,24578,5,34,25,19,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
328,201706,2017-06-19,12470,33,25193,4,30,25,21,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
329,201706,2017-06-20,12470,32,25872,4,30,23,20,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
330,201706,2017-06-22,12470,34,25883,4,32,26,20,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
331,201706,2017-06-23,12470,34,25810,7,34,29,24,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
332,201706,2017-06-25,12470,38,24513,5,36,28,25,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
333,201706,2017-06-26,12470,39,25776,6,36,27,24,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
334,201706,2017-06-27,12470,32,25783,6,29,23,18,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
335,201706,2017-06-29,12470,34,24963,5,32,28,23,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
336,201706,2017-06-30,12470,33,24472,5,32,28,23,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
337,201707,2017-07-02,12470,37,25644,4,35,30,24,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
338,201707,2017-07-03,12470,40,24214,4,40,35,27,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
339,201707,2017-07-04,12470,33,25746,5,30,22,20,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
340,201707,2017-07-06,12470,32,25330,6,29,21,16,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
341,201707,2017-07-07,12470,37,25522,4,34,24,19,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
342,201707,2017-07-09,12470,32,24888,4,32,26,22,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
343,201707,2017-07-10,12470,40,25068,6,39,29,23,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
344,201707,2017-07-11,12470,35,24629,5,34,27,21,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
345,201707,2017-07-13,12470,39,24122,7,37,31,26,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
346,201707,2017-07-14,12470,32,24291,4,32,25,20,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
347,201707,2017-07-16,12470,33,24948,4,30,24,19,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
348,201707,2017-07-17,12470,36,25968,6,35,25,22,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
349,201707,2017-07-18,12470,32,24143,3,29,24,18,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
350,201707,2017-07-20,12470,39,25369,4,36,28,25,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
351,201707,2017-07-21,12470,35,24372,6,32,26,20,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
352,201707,2017-07-23,12470,32,25545,5,29,21,16,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
353,201707,2017-07-24,12470,36,25644,5,33,27,22,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
354,201707,2017-07-25,12470,33,24393,6,32,28,20,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
355,201707,2017-07-27,12470,39,24631,8,39,32,27,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
356,201707,2017-07-28,12470,36,24845,5,32,25,21,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
357,201707,2017-07-30,12470,40,24027,6,38,32,28,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
358,201707,2017-07-31,12470,32,25470,4,30,26,21,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
359,201708,2017-08-01,12470,35,24962,4,32,27,22,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
360,201708,2017-08-03,12470,32,24498,4,32,28,21,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
361,201708,2017-08-04,12470,38,25659,4,35,28,24,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
362,201708,2017-08-06,12470,36,24000,7,34,27,22,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
363,201708,2017-08-07,12470,37,24675,7,37,33,25,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
364,201708,2017-08-08,12470,36,24087,7,36,32,25,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
365,201708,2017-08-10,12470,33,25091,4,30,26,20,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
366,201708,2017-08-11,12470,33,24210,5,30,25,19,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
367,201708,2017-08-13,12470,38,24246,7,36,32,24,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
368,201708,2017-08-14,12470,35,25531,5,33,28,25,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
369,201708,2017-08-15,12470,40,24281,6,38,29,20,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
370,201708,2017-08-17,12470,32,25579,4,29,23,18,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
371,201708,2017-08-18,12470,38,24133,7,37,27,24,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
372,201708,2017-08-20,12470,39,25930,7,35,28,25,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
373,201708,2017-08-21,12470,34,25246,5,33,24,21,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
374,201708,2017-08-22,12470,34,24470,6,32,25,18,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
375,201708,2017-08-24,12470,38,24865,4,37,28,21,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
376,201708,2017-08-25,12470,38,25448,6,36,28,23,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
377,201708,2017-08-27,12470,38,25954,7,36,25,21,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
378,201708,2017-08-28,12470,36,24955,4,36,29,21,2,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
379,201708,2017-08-29,12470,40,25247,8,37,27,24,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
380,201708,2017-08-31,12470,36,25052,5,33,28,25,1,2017-05-01,2020-12-31,201700126,"Filipsano, Fiona",201700011,"Winnerson, Aceona",Williamburg
381,201706,2017-06-01,12471,37,25105,4,34,25,20,3,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
382,201706,2017-06-02,12471,33,24678,6,33,24,19,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
383,201706,2017-06-04,12471,39,25515,5,39,34,29,3,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
384,201706,2017-06-05,12471,32,24610,4,30,23,17,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
385,201706,2017-06-06,12471,40,25365,7,36,28,24,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
386,201706,2017-06-08,12471,32,25793,6,29,22,19,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
387,201706,2017-06-09,12471,32,24953,5,32,27,22,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
388,201706,2017-06-11,12471,37,25124,6,34,24,21,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
389,201706,2017-06-12,12471,39,25616,6,39,34,30,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
390,201706,2017-06-13,12471,40,24848,5,38,30,22,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
391,201706,2017-06-15,12471,36,24525,7,36,30,26,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
392,201706,2017-06-16,12471,39,24461,7,37,29,21,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
393,201706,2017-06-18,12471,40,25603,6,36,31,22,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
394,201706,2017-06-19,12471,38,25133,7,36,29,26,3,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
395,201706,2017-06-20,12471,40,24078,5,36,29,26,3,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
396,201706,2017-06-22,12471,32,25289,4,30,23,16,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
397,201706,2017-06-23,12471,32,24821,5,29,26,19,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
398,201706,2017-06-25,12471,39,25678,6,36,32,25,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
399,201706,2017-06-26,12471,32,25500,6,29,22,16,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
400,201706,2017-06-27,12471,32,24685,4,31,28,20,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
401,201706,2017-06-29,12471,37,24087,4,37,27,22,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
402,201706,2017-06-30,12471,40,25975,4,36,25,21,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
403,201707,2017-07-02,12471,40,25280,5,39,31,23,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
404,201707,2017-07-03,12471,36,24200,7,33,29,22,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
405,201707,2017-07-04,12471,35,25921,7,33,27,21,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
406,201707,2017-07-06,12471,38,25141,7,37,31,25,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
407,201707,2017-07-07,12471,39,25161,8,38,29,21,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
408,201707,2017-07-09,12471,33,24349,6,32,26,20,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
409,201707,2017-07-10,12471,40,24778,5,36,25,20,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
410,201707,2017-07-11,12471,39,24950,6,39,33,29,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
411,201707,2017-07-13,12471,38,25843,7,35,30,24,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
412,201707,2017-07-14,12471,38,24771,6,38,30,21,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
413,201707,2017-07-16,12471,38,24672,5,35,29,21,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
414,201707,2017-07-17,12471,35,25052,5,32,23,18,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
415,201707,2017-07-18,12471,37,25336,4,34,26,21,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
416,201707,2017-07-20,12471,32,25858,4,31,24,17,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
417,201707,2017-07-21,12471,33,24162,6,32,27,22,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
418,201707,2017-07-23,12471,39,24498,8,35,28,21,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
419,201707,2017-07-24,12471,40,25145,7,40,30,23,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
420,201707,2017-07-25,12471,37,25454,7,35,29,25,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
421,201707,2017-07-27,12471,35,25398,5,33,28,20,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
422,201707,2017-07-28,12471,39,25285,6,39,32,25,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
423,201707,2017-07-30,12471,32,24850,4,29,24,17,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
424,201707,2017-07-31,12471,38,25297,6,38,28,23,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
425,201708,2017-08-01,12471,37,24626,4,33,25,20,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
426,201708,2017-08-03,12471,32,25829,4,30,23,21,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
427,201708,2017-08-04,12471,37,25935,4,37,27,22,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
428,201708,2017-08-06,12471,36,24611,5,36,29,23,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
429,201708,2017-08-07,12471,38,24743,8,38,31,25,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
430,201708,2017-08-08,12471,37,25104,4,37,30,22,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
431,201708,2017-08-10,12471,40,24657,6,36,30,25,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
432,201708,2017-08-11,12471,39,25796,6,38,28,22,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
433,201708,2017-08-13,12471,33,25491,7,31,22,16,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
434,201708,2017-08-14,12471,35,24026,5,35,25,22,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
435,201708,2017-08-15,12471,34,24018,3,32,29,20,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
436,201708,2017-08-17,12471,37,24265,7,36,31,26,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
437,201708,2017-08-18,12471,38,25741,5,38,27,21,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
438,201708,2017-08-20,12471,36,24603,5,33,24,19,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
439,201708,2017-08-21,12471,34,25972,5,34,26,20,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
440,201708,2017-08-22,12471,40,25786,4,38,31,27,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
441,201708,2017-08-24,12471,37,24006,4,36,26,23,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
442,201708,2017-08-25,12471,34,24476,6,34,27,23,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
443,201708,2017-08-27,12471,32,25163,5,30,22,20,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
444,201708,2017-08-28,12471,33,25640,5,32,28,20,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
445,201708,2017-08-29,12471,36,24727,6,34,24,20,1,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
446,201708,2017-08-31,12471,38,24436,7,36,28,20,2,2017-05-01,2020-12-31,201700127,"Gee, Garry",201700011,"Winnerson, Aceona",Williamburg
447,201706,2017-06-01,12472,37,25938,7,33,28,24,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
448,201706,2017-06-02,12472,39,24376,7,39,31,28,3,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
449,201706,2017-06-04,12472,37,25783,5,33,28,25,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
450,201706,2017-06-05,12472,33,24992,5,33,26,21,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
451,201706,2017-06-06,12472,33,24771,4,32,22,17,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
452,201706,2017-06-09,12472,36,25114,5,33,26,20,3,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
453,201706,2017-06-11,12472,32,24518,5,29,21,18,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
454,201706,2017-06-12,12472,39,25628,7,37,29,26,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
455,201706,2017-06-13,12472,33,24059,5,30,25,22,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
456,201706,2017-06-15,12472,34,25618,6,33,25,22,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
457,201706,2017-06-16,12472,37,25013,5,37,28,25,3,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
458,201706,2017-06-18,12472,36,25324,5,35,32,28,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
459,201706,2017-06-19,12472,34,25478,3,31,25,19,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
460,201706,2017-06-20,12472,39,25301,5,37,33,28,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
461,201706,2017-06-22,12472,32,24024,4,31,24,20,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
462,201706,2017-06-23,12472,32,25053,4,30,23,16,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
463,201706,2017-06-25,12472,32,25840,6,31,27,22,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
464,201706,2017-06-27,12472,36,25414,6,33,28,23,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
465,201706,2017-06-29,12472,40,24290,6,38,28,23,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
466,201706,2017-06-30,12472,36,25683,5,36,32,22,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
467,201707,2017-07-02,12472,37,25660,4,36,32,26,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
468,201707,2017-07-03,12472,40,25686,6,38,31,23,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
469,201707,2017-07-04,12472,32,25477,5,30,25,21,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
470,201707,2017-07-06,12472,35,25586,4,34,27,24,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
471,201707,2017-07-09,12472,34,24037,4,32,22,19,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
472,201707,2017-07-10,12472,36,25259,7,34,29,22,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
473,201707,2017-07-11,12472,38,25879,6,37,30,22,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
474,201707,2017-07-16,12472,40,24888,6,40,30,26,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
475,201707,2017-07-17,12472,34,25465,5,31,26,18,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
476,201707,2017-07-18,12472,35,24994,4,35,25,20,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
477,201707,2017-07-20,12472,34,25861,3,31,26,19,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
478,201707,2017-07-21,12472,33,25049,4,32,26,20,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
479,201707,2017-07-23,12472,39,25952,4,38,33,23,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
480,201707,2017-07-24,12472,33,25940,6,31,22,18,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
481,201707,2017-07-25,12472,34,25199,4,33,24,20,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
482,201707,2017-07-27,12472,37,25416,7,36,27,22,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
483,201707,2017-07-30,12472,40,25070,6,39,32,23,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
484,201707,2017-07-31,12472,39,24313,6,35,28,24,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
485,201708,2017-08-01,12472,37,25926,7,36,26,23,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
486,201708,2017-08-03,12472,34,24650,3,34,24,18,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
487,201708,2017-08-04,12472,35,25208,6,33,26,23,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
488,201708,2017-08-06,12472,34,24302,5,33,27,21,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
489,201708,2017-08-07,12472,37,25792,7,37,26,21,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
490,201708,2017-08-08,12472,34,24961,5,34,26,21,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
491,201708,2017-08-10,12472,33,25212,5,32,28,22,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
492,201708,2017-08-11,12472,40,24545,6,40,32,22,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
493,201708,2017-08-13,12472,35,25990,4,34,24,17,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
494,201708,2017-08-14,12472,32,24109,5,32,26,22,2,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
495,201708,2017-08-15,12472,35,24831,4,32,26,23,1,2017-05-01,2020-12-31,201700128,"Harrison, Harold",201700011,"Winnerson, Aceona",Williamburg
